main_publisher_slug	n_journals	main_publisher	name_variants
iuliu-hatieganu-medical-publishing-house	1	Iuliu Hatieganu Medical Publishing House	1
iuliu-hatieganu-medical-university-press	1	Iuliu Hatieganu Medical University Press	1
iup-publications	2	IUP Publications	1
iuris-universal-ediciones	1	Iuris Universal Ediciones	1
iustel	1	Iustel	1
ivan-franko-national-university-of-lviv	1	Ivan Franko National University of Lviv	1
ivanovo-state-university	1	Ivanovo State University	1
ivanovo-state-university-of-chemistry-and-technology	2	Ivanovo State University of Chemistry and Technology	1
ivanovo-state-university-publishing	1	Ivanovo State University Publishing	1
ivanovskaya-gosudarstvennaya-tekstil-naya-akademiya	1	Ivanovskaya Gosudarstvennaya Tekstil ' naya Akademiya	1
ivi-ran	1	IVI RAN	1
ivyspring-international-publisher	4	Ivyspring International Publisher	1
ivyspring-international-publishers	1	Ivyspring International Publishers	1
iwa-publishing	11	IWA Publishing	1
iyaku-medicine-drug-journal-co	1	Iyaku (Medicine & Drug) Journal Co	1
izd-vo-ala-too	1	Izd-Vo Ala-Too	1
izd-vo-ippolitova	1	Izd-vo Ippolitova	1
izd-vo-pravda	1	Izd-vo Pravda	1
izdatel-stvo-stroizdat	1	Izdatel stvo Stroizdat	1
izdatelskii-tsentr-meteorologiya-i-gidrologya	1	Izdatel'skii tsentr Meteorologiya i Gidrologya	1
izdatelsto-radekon	1	Izdatel'sto Radekon	1
izdatelstva-nauka	70	Izdatel'stva Nauka	1
izdatelstvo-elm	1	Izdatel'stvo Elm	1
izdatelstvo-fan	1	Izdatel'stvo Fan	1
izdatelstvo-folium	1	Izdatel'stvo Folium	1
izdatelstvo-kalvis	1	Izdatel'stvo Kalvis	1
izdatelstvo-krasnaia-zvezda	1	Izdatelstvo Krasnaia Zvezda	1
izdatelstvo-leningradskogo-universiteta	3	Izdatel'stvo Leningradskogo Universiteta	1
izdatelstvo-literatury-po-stroitelstvu	1	Izdatel'stvo Literatury po Stroitel'stvu	1
izdatelstvo-mashinostroenie	7	Izdatel'stvo Mashinostroenie	1
izdatelstvo-meditsina	3	Izdatel'stvo Meditsina	1
izdatelstvo-meditsina-i-fizkultura	7	Izdatel'stvo Meditsina i Fizkultura	1
izdatelstvo-meditsina-publishers	16	Izdatel'stvo Meditsina Publishers	1
izdatelstvo-moskovskogo-gosudarstvennogo-universiteta-im-m-v-lomonosova-publishing-house-of-moscow-state-university	4	Izdatel'stvo Moskovskogo Gosudarstvennogo Universiteta im.M.V.Lomonosova/Publishing House of Moscow State University	1
izdatelstvo-moskovsskgo-universiteta	2	Izdatelstvo Moskovsskgo Universiteta	1
izdatelstvo-naukova-dumka	1	Izdatelstvo Naukova Dumka	1
izdatelstvo-nefti-gaz	1	Izdatel'stvo Neft'i Gaz	1
izdatelstvo-radio-i-svyaz	1	Izdatel'stvo Radio i Svyaz'	1
izdatelstvo-radiotekhnika	2	Izdatel'stvo Radiotekhnika	1
izdatelstvo-s-info	2	Izdatel'stvo S-Info	1
izdatelstvo-sibirskogo-otdeleniya-ran-publishing-house-of-the-russian-academy-of-sciences	5	Izdatel'stvo Sibirskogo Otdeleniya RAN/Publishing House of the Russian Academy of Sciences	1
izdevejs-zinatne	5	Izdevejs Zinatne	1
izdvo-infomedia	1	Izdvo InfoMedia	1
iziko-museums	1	Iziko Museums	1
j-a-gresham	1	J.A. Gresham	1
j-agency-ogst	1	J Agency OGST	1
j-b-bailliere	1	J.B. Bailliere	1
j-c-b-mohr	1	J.C.B.Mohr	1
j-d-sauerlander	2	J. D. Sauerlander	1
j-f-bergmann	6	J.F. Bergmann	1
j-g-press-inc	1	J G Press, Inc.	1
j-gabalda-et-cie	2	J. Gabalda et Cie	1
j-j-strossmayer-university-of-osijek-faculty-of-electrical-engineering-computer-science-and-information-technology	1	J.J. Strossmayer University of Osijek, Faculty of Electrical Engineering, Computer Science and Information Technology	1
j-k-jain	1	J.K.Jain	1
j-l-schwartz	1	J.L. Schwartz	1
j-michael-ryan-publishing-inc	3	J.Michael Ryan Publishing Inc.	1
j-o-m-institute	1	J O M Institute	1
j-pattern-recognit-artif-intell	1	J Pattern Recognit Artif Intell	1
j-r-prous	1	J.R. Prous	1
j-uriachi-y-cia	1	J Uriachi Y Cia	1
j-van-den-branden	1	J. Van den Branden	1
j-van-voorst	1	J. Van Voorst	1
j-w-arrowsmith	2	J W Arrowsmith	1
jack-h-berryman-institute	1	Jack H. Berryman Institute	1
jacobs-verlag	1	Jacobs Verlag	1
jacodesmath-institute	1	Jacodesmath Institute	1
jagiellonian-university-institute-of-philosophy	1	Jagiellonian University - Institute of Philosophy	1
jagiellonian-university-press	13	Jagiellonian University Press	1
jahad-daneshgahi	1	Jahad Daneshgahi	1
jamaican-geographical-society	1	Jamaican Geographical Society	1
james-cook-university	3	James Cook University	1
james-f-lincoln-arc-welding-foundation	2	James F.Lincoln Arc Welding Foundation	1
james-informational-media-inc	4	James Informational Media, Inc.	1
james-nicholas-publishers-pty-ltd	2	James Nicholas Publishers, Pty. Ltd	1
jamia-hamdard-hamdard-university	1	Jamia Hamdard/Hamdard University	1
jan-dhondt-stichting	1	Jan Dhondt Stichting	1
jan-evangelista-purkyne-university	1	Jan-Evangelista-Purkyne-University	1
jan-kochanowski-university-press	1	Jan Kochanowski University Press	1
jan-stanislav-institute-of-slavistics-slovak-committee-of-slavists	1	Jan Stanislav Institute of Slavistics, Slovak Committee of Slavists	1
janbazan-medical-and-engineering-research-center	1	Janbazan Medical and Engineering Research Center	1
janes-information-group	6	Jane's Information Group	1
jangjeon-research-institute-for-mathematical-sciences-and-physics	1	Jangjeon Research Institute for Mathematical Sciences and Physics	1
jannetti-publications-inc	6	Jannetti Publications Inc.	1
japan-antibiotics-research-association-nihon-koseibusshitsu-gakujutsu-kyogikai	2	Japan Antibiotics Research Association/Nihon Koseibusshitsu Gakujutsu Kyogikai	1
japan-architects-co-ltd	1	Japan Architects Co., Ltd.	1
japan-association-for-fire-science-and-engineering	1	Japan Association for Fire Science and Engineering	1
japan-association-for-wind-engineering	1	Japan Association for Wind Engineering	1
japan-association-of-solvent-extraction	1	Japan Association of Solvent Extraction	1
japan-atherosclerosis-society	1	Japan Atherosclerosis Society	1
japan-concrete-institute-nihon-konkurito-kogaku-kyokai	2	Japan Concrete Institute/Nihon Konkurito Kogaku Kyokai	1
japan-diabetes-society	1	Japan Diabetes Society	1
japan-endocrine-sociey-nihon-naibunpi-gakkai	1	Japan Endocrine Sociey/Nihon Naibunpi Gakkai	1
japan-explosives-society	1	Japan Explosives Society	1
japan-focus	1	Japan Focus	1
japan-gastroenterological-endoscopy-society	1	Japan Gastroenterological Endoscopy Society	1
japan-health-physics-society	1	Japan Health Physics Society	1
japan-hospital-association	1	Japan Hospital Association	1
japan-institute-of-energy	1	Japan Institute Of Energy	1
japan-institute-of-metals	3	Japan Institute of Metals	1
japan-international-cultural-exchange-foundation	1	Japan International Cultural Exchange Foundation	1
japan-laser-processing	1	Japan Laser Processing	1
japan-macro-engineers-society	1	Japan Macro-Engineers Society	1
japan-medical-association-nihon-ishi-kai	2	Japan Medical Association/Nihon Ishi Kai	1
japan-mendel-society	1	Japan Mendel Society	1
japan-meteorological-agency	1	Japan Meteorological Agency	1
japan-neurosurgical-society-nihon-no-shinkei-geka-gakkai	1	Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai	1
japan-oil-chemists-society	1	Japan Oil Chemists Society	1
japan-petroleum-institute	1	Japan Petroleum Institute	1
japan-plant-protection-association-nihon-shokubutsu-boeki-kyokai	1	Japan Plant Protection Association/Nihon Shokubutsu Boeki Kyokai	1
japan-poultry-science-association	1	Japan Poultry Science Association	1
japan-printing-news-co-ltd	1	Japan Printing News Co., Ltd.	1
japan-prosthodontic-society	1	Japan Prosthodontic Society	1
japan-publishing-inc	1	Japan Publishing, Inc.	1
japan-radioisotope-association	1	Japan Radioisotope Association	1
japan-railway-engineers-association	1	Japan Railway Engineers' Association	1
japan-research-association-for-textile-end-user	1	Japan Research Association for Textile End-User	1
japan-robot-association-nihon-robotto-kogyokai	1	Japan Robot Association/Nihon Robotto Kogyokai	1
japan-science-society-of-biological-macromolecules	1	Japan Science Society of Biological Macromolecules	1
japan-scientific-societies-press	1	Japan Scientific Societies Press	1
japan-society-for-analytical-chemistry	4	Japan Society for Analytical Chemistry	1
japan-society-for-bioscience-biotechnology-and-agrochemistry-nippon-nogeikagaku-kai	3	Japan Society for Bioscience Biotechnology and Agrochemistry/Nippon Nogeikagaku Kai	1
japan-society-for-cell-biology	1	Japan Society for Cell Biology	1
japan-society-for-clinical-immunology	1	Japan Society for Clinical Immunology	1
japan-society-for-food-engineering	1	Japan Society for Food Engineering	1
japan-society-for-occupational-health-nihon-sangyo-eisei-gakkai	2	Japan Society for Occupational Health/Nihon Sangyo Eisei Gakkai	1
japan-society-for-software-science-and-technology	1	Japan Society for Software Science and Technology	1
japan-society-of-applied-physics	4	Japan Society of Applied Physics	1
japan-society-of-atmospheric-environment	1	Japan Society of Atmospheric Environment	1
japan-society-of-chest-diseases	1	Japan Society Of Chest Diseases	1
japan-society-of-civil-engineers	1	Japan Society of Civil Engineers	1
japan-society-of-civil-engineers-doboku-gakkai	3	Japan Society of Civil Engineers/Doboku Gakkai	1
japan-society-of-drug-delivery-system	1	Japan Society of Drug Delivery System	1
japan-society-of-high-pressure-science-and-technology	1	Japan Society of High Pressure Science and Technology	1
japan-society-of-histochemistry-and-cytochemistry	1	Japan Society of Histochemistry and Cytochemistry	1
japan-society-of-hydrology-and-water-resources	1	Japan Society of Hydrology and Water Resources	1
japan-society-of-logopedics-and-phoniatrics	1	Japan Society of Logopedics and Phoniatrics	1
japan-society-of-magnetic-resonance-in-medicine	1	Japan Society of Magnetic Resonance in Medicine	1
japan-society-of-mechanical-engineers	1	Japan Society of Mechanical Engineers	1
japan-society-of-mechanical-engineers-nihon-kikai-gakkai	15	Japan Society of Mechanical Engineers/Nihon Kikai Gakkai	1
japan-society-of-physiological-anthropology	2	Japan Society of Physiological Anthropology	1
japan-society-on-water-environment	1	Japan Society on Water Environment	1
japan-taapi	1	Japan TAAPI	1
japan-welding-society-yosetsu-gakkai	2	Japan Welding Society/Yosetsu Gakkai	1
japan-wood-research-society	1	Japan Wood Research Society	1
japanese-association-for-laboratory-animal-science	2	Japanese Association for Laboratory Animal Science	1
japanese-association-for-mathematical-sociology	1	Japanese Association for Mathematical Sociology	1
japanese-association-for-oral-biology	1	Japanese Association for Oral Biology	1
japanese-association-of-clinical-toxicology	1	Japanese Association of Clinical Toxicology	1
japanese-association-of-criminology	1	Japanese Association of Criminology	1
japanese-association-of-education-psychology	1	Japanese Association of Education Psychology	1
japanese-association-of-forensic-toxicology	1	Japanese Association of Forensic Toxicology	1
japanese-association-of-mineralogists-petrologists-and-economic-geologists	2	Japanese Association of Mineralogists Petrologists and Economic Geologists	1
japanese-association-of-transportation-medicine	1	Japanese Association of Transportation Medicine	1
japanese-cardiac-pacing-society	1	Japanese Cardiac Pacing Society	1
japanese-circulation-society-nihon-junkanki-gakkai	2	Japanese Circulation Society/Nihon Junkanki Gakkai	1
japanese-coloproctological-association	1	Japanese Coloproctological Association	1
japanese-dental-association-nihon-shika-ishikai	1	Japanese Dental Association/Nihon Shika Ishikai	1
japanese-dental-society-of-anesthesiology	1	Japanese Dental Society of Anesthesiology	1
japanese-forestry-society	1	Japanese Forestry Society	1
japanese-geotechnical-society	1	Japanese Geotechnical Society	1
japanese-journal-of-cancer-chemotherapy-publishers-inc	3	Japanese Journal of Cancer & Chemotherapy Publishers Inc.	1
japanese-leprosy-association-nihon-rai-gakukai	2	Japanese Leprosy Association/Nihon Rai Gakukai	1
japanese-neuro-ophthalmology-society	1	Japanese Neuro-Ophthalmology Society	1
japanese-obstetrical-and-gynecological-society	3	Japanese Obstetrical and Gynecological Society	1
japanese-organization-for-international-cooperation-in-family-planing-inc	3	Japanese Organization for International Cooperation in Family Planing Inc.	1
japanese-orthodontic-society	1	Japanese Orthodontic Society	1
japanese-pathological-society	1	Japanese Pathological Society	1
japanese-pharmacological-society	1	Japanese Pharmacological Society	1
japanese-physical-therapy-association	1	Japanese Physical Therapy Association	1
japanese-psychological-association	1	Japanese Psychological Association	1
japanese-society-for-aquaculture-research-nishimura-toushadou-ltd	1	Japanese Society for Aquaculture Research, Nishimura Toushadou Ltd.	1
japanese-society-for-artificial-organs-and-tissues	1	Japanese Society for Artificial Organs and Tissues	1
japanese-society-for-connective-tissue-research	1	Japanese Society For Connective Tissue Research	1
japanese-society-for-food-and-technology	1	Japanese Society for Food and Technology	1
japanese-society-for-horticultural-science	2	Japanese Society for Horticultural Science	1
japanese-society-for-hygiene	1	Japanese Society for Hygiene	1
japanese-society-for-infection-prevention-and-control	1	Japanese Society for Infection Prevention and Control	1
japanese-society-for-medical-and-biological-engineering	1	Japanese Society for Medical and Biological Engineering	1
japanese-society-for-medical-mycology	1	Japanese Society for Medical Mycology	1
japanese-society-for-pediatric-endocrinology	1	Japanese Society for Pediatric Endocrinology	1
japanese-society-for-plant-systematics	1	Japanese Society for Plant Systematics	1
japanese-society-for-root-research	1	Japanese Society for Root Research	1
japanese-society-for-spine-surgery-and-related-research	1	Japanese Society for Spine Surgery and Related Research	1
japanese-society-for-therapeutic-radiology-and-oncology	1	Japanese Society For Therapeutic Radiology And Oncology	1
japanese-society-for-tuberculosis	1	Japanese Society for Tuberculosis	1
japanese-society-of-agricultural-biological-and-environmental-engineers-and-scientists-jasbees	1	Japanese Society of Agricultural, Biological and Environmental Engineers and Scientists (JASBEES)	1
japanese-society-of-applied-entomology-and-zoology	1	Japanese Society of Applied Entomology and Zoology	1
japanese-society-of-breeding	1	Japanese Society of Breeding	1
japanese-society-of-cardiovascular-sound	2	Japanese Society of Cardiovascular Sound	1
japanese-society-of-child-neurology	1	Japanese Society of Child Neurology	1
japanese-society-of-clinical-neuropsychopharmacology	1	Japanese Society of Clinical Neuropsychopharmacology	1
japanese-society-of-conservation-ecology	1	Japanese Society of Conservation Ecology	1
japanese-society-of-developmental-biologists	1	Japanese Society Of Developmental Biologists	1
japanese-society-of-environment-control-in-biology	1	Japanese Society of Environment Control in Biology	1
japanese-society-of-equine-science	1	Japanese Society of Equine Science	1
japanese-society-of-fish-pathalogy	1	Japanese Society of Fish Pathalogy	1
japanese-society-of-gastroenterology-nihon-shokakibyo-gakkai	1	Japanese Society of Gastroenterology/Nihon Shokakibyo Gakkai	1
japanese-society-of-hard-tissue-research-technology	1	Japanese Society of Hard Tissue Research & Technology	1
japanese-society-of-hepatology	1	Japanese Society of Hepatology	1
japanese-society-of-history-of-pharmacy	1	Japanese Society Of History Of Pharmacy	1
japanese-society-of-internal-medicine-nihon-naika-gakkai	3	Japanese Society of Internal Medicine/Nihon Naika Gakkai	1
japanese-society-of-limnology	1	Japanese Society of Limnology	1
japanese-society-of-mammalian-ova-research	1	Japanese Society of Mammalian Ova Research	1
japanese-society-of-microbial-ecology	1	Japanese Society Of Microbial Ecology	1
japanese-society-of-neurology-nihon-shinkei-gakkai	1	Japanese Society of Neurology/Nihon Shinkei Gakkai	1
japanese-society-of-nuclear-medicine-nihon-kaku-igakkai	1	Japanese Society of Nuclear Medicine/Nihon Kaku Igakkai	1
japanese-society-of-physical-fitness-and-sports-medicine	1	Japanese Society of Physical Fitness and Sports Medicine	1
japanese-society-of-plant-cell-and-molecular-biology	1	Japanese Society of Plant Cell and Molecular Biology	1
japanese-society-of-psychiatry-and-neurology	2	Japanese Society of Psychiatry and Neurology	1
japanese-society-of-psychosomatic-medicine	1	Japanese Society of Psychosomatic Medicine	1
japanese-society-of-regenerative-medicine	1	Japanese Society of Regenerative Medicine	1
japanese-society-of-scientific-fisheries	1	Japanese Society of Scientific Fisheries	1
japanese-society-of-sericultural-science	1	Japanese Society of Sericultural Science	1
japanese-society-of-smooth-muscle-research	1	Japanese Society of Smooth Muscle Research	1
japanese-society-of-snow-and-ice	1	Japanese Society of Snow and Ice	1
japanese-society-of-systematic-zoology	1	Japanese Society of Systematic Zoology	1
japanese-society-of-toxicological-sciences	1	Japanese Society of Toxicological Sciences	1
japanese-society-of-tribologists	2	Japanese Society of Tribologists	1
japanese-society-or-pharmacometrics	1	Japanese Society or Pharmacometrics	1
japanese-urological-association	1	Japanese Urological Association	1
jardin-botanique-national-de-belgique-nationale-plantentuin-van-belgie	1	Jardin Botanique National de Belgique/Nationale Plantentuin van Belgie	1
jas-arqueologia-s-l-u	1	JAS Arqueologia S.L.U	1
jason-aronson	1	Jason Aronson	1
jaypee-brothers-medical-publishers-p-ltd	14	Jaypee Brothers Medical Publishers (P) Ltd	1
jbc-pub-co	1	JBC Pub. Co.	1
jcdr-research-and-publications-pvt-limited	1	JCDR Research and Publications (Pvt) Limited	1
jec-composites-magazine	1	JEC Composites Magazine	1
jefferson-law-book-co	1	Jefferson Law Book Co.	1
jefferson-publications	1	Jefferson Publications	1
jehad-daneshgahi-of-iran-medical-sciences-university	1	Jehad Daneshgahi of Iran Medical Sciences University	1
jems-communications	4	JEMS Communications	1
jems-pub-co	1	Jems Pub. Co.	1
jeoloji-muhendisligi	1	Jeoloji Mühendisligi	1
jernkontoret	1	Jernkontoret	1
jerusalem-academic-press	1	Jerusalem Academic Press	1
jet-editor	1	JET Editor	1
jewish-family-life-inc	1	Jewish Family & Life, Inc.	1
jfe-holdings-inc	3	JFE Holdings, Inc	1
jg-press	1	JG Press	1
ji-suan-wu-li-bian-ji-bu	1	Ji suan wu li bian ji bu	1
jianghan-shiyou-xueyuan-jianghan-petroleum-institute	1	Jianghan Shiyou Xueyuan/Jianghan Petroleum Institute	1
jiangsu-university	1	Jiangsu University	1
jibiinkokagaku-kyoshitsu	1	Jibiinkokagaku Kyoshitsu	1
jiefang-dadao	1	Jiefang Dadao	1
jiefangjun-ligong-daxue-xuebao-p-l-a-university-of-science-and-technology	1	Jiefangjun Ligong Daxue Xuebao/P L A, University of Science and Technology	1
jiguang-jishu-bianweihui	1	Jiguang Jishu Bianweihui	1
jiguang-yu-hongwai-bianjibu	1	Jiguang yu Hongwai Bianjibu	1
jikei-university-school-of-medicine-tokyo-jikeikai-ika-daigaku	2	Jikei University School of Medicine/Tokyo Jikeikai Ika Daigaku	1
jilin-university	2	Jilin University	1
jingen-zhou	1	Jing'en Zhou	1
jinko-chino-gakkai	1	Jinko Chino Gakkai	1
jishou-daxue-jishou-university	1	Jishou Daxue/Jishou University	1
jixie-kexue-yanjiuyuan	1	Jixie Kexue Yanjiuyuan	1
jk-welfare-pharmascope-foundation	1	JK Welfare & Pharmascope Foundation	1
jmir-publications-inc	17	JMIR Publications Inc.	1
jmn-medical-education-limited	1	JMN Medical Education Limited	1
jmp-services	2	JMP Services	1
jobson-publishing-llc	1	Jobson Publishing LLC	1
jocpr	1	JOCPR	1
joe-christensen-inc	2	Joe Christensen, Inc.	1
johann-ambrosius-barth	14	Johann Ambrosius Barth	1
johann-wolfgang-goethe-universitat-frankfurt	1	Johann Wolfgang Goethe-Universitat Frankfurt	1
johar-education-society-pakistan	1	Johar Education Society Pakistan	1
john-benjamins-publishing-company	89	John Benjamins Publishing Company	1
john-c-brasfield-pub-corp	1	John C. Brasfield Pub. Corp	1
john-donald-publishers-ltd	1	John Donald Publishers Ltd.	1
john-jay-press	1	John Jay Press	1
john-paul-ii-catholic-university-of-lublin-faculty-of-theology	1	John Paul II Catholic University of Lublin, Faculty of Theology	1
johns-hopkins-university-press	80	Johns Hopkins University Press	1
johnson-matthey-plc	1	Johnson Matthey PLC	1
johnson-matthey-public-limited-company	1	Johnson Matthey Public Limited Company	1
joint-commission-on-accreditation-of-healthcare-organizations	3	Joint Commission on Accreditation of Healthcare Organizations	1
joint-commission-resources-inc	3	Joint Commission Resources Inc.	1
joint-oceanographic-institutions-inc	2	Joint Oceanographic Institutions Inc.	1
joklarannsoknafelag-islands-glaciological-and-geological-societies-of-iceland	1	Joklarannsoknafelag Islands/Glaciological and Geological Societies of Iceland	1
jomard-publishing	1	Jomard Publishing	1
jonah-publications	1	Jonah Publications	1
jonas-verl	1	Jonas-Verl	1
jones-and-barlett-publishers	2	Jones and Barlett Publishers	1
jordan-university-of-science-and-technology	1	Jordan University of Science and Technology	1
josai-dental-university	1	Josai Dental University	1
jossey-bass-inc	2	Jossey-Bass Inc.	1
journal-and-bulletin-agency	2	Journal and Bulletin Agency	1
journal-and-magazine-production-services	1	Journal And Magazine Production Services	1
journal-for-the-education-of-gifted-young-scientists	1	Journal for the Education of Gifted Young Scientists	1
journal-lkm-ltd	1	Journal LKM Ltd.	1
journal-northern-jiaotong-university	1	Journal Northern Jiaotong University	1
journal-of-accounting-ethics-and-public-policy	1	Journal of Accounting, Ethics and Public Policy	1
journal-of-accounting-review	1	Journal of Accounting Review	1
journal-of-applied-measurement-press	1	Journal of Applied Measurement, Press	1
journal-of-australian-political-economy	1	Journal of Australian Political Economy	1
journal-of-australian-taxation-pty-ltd	1	Journal of Australian Taxation Pty Ltd	1
journal-of-ayn-rand-studies-foundation	1	Journal of Ayn Rand Studies Foundation	1
journal-of-bone-and-joint-surgery-inc	1	Journal of Bone and Joint Surgery Inc.	1
journal-of-chongqing-university-club	1	Journal of Chongqing University Club	1
journal-of-clinical-orthodontics	1	Journal of Clinical Orthodontics	1
journal-of-clinical-rehabilitative-tissue-engineering-research	1	Journal of Clinical Rehabilitative Tissue Engineering Research	1
journal-of-drugs-in-dermatology-inc	1	Journal of Drugs in Dermatology, Inc.	1
journal-of-global-pharma-technology	1	Journal of Global Pharma Technology	1
journal-of-indo-european-studies	1	Journal of Indo-European Studies	1
journal-of-language-contact-publishers	1	Journal of Language Contact Publishers	1
journal-of-medical-education-research	1	Journal of Medical Education & Research	1
journal-of-men-masculinities-and-spirituality	1	Journal of Men, Masculinities and Spirituality	1
journal-of-neuropsychiatry-inc	1	Journal of Neuropsychiatry, Inc.	1
journal-of-pastoral-care-publications-inc	1	Journal of Pastoral Care Publications, Inc.	1
journal-of-pharmaceutical-research-and-health-care	1	Journal of Pharmaceutical Research and Health Care	1
journal-of-physical-therapy	1	Journal of Physical Therapy	1
journal-of-political-and-military-sociology	1	Journal of Political and Military Sociology	1
journal-of-pure-and-applied-microbiology	1	Journal of Pure and Applied Microbiology	1
journal-of-rheumatology-publishing-co-ltd	2	Journal of Rheumatology Publishing Co., Ltd.	1
journal-of-social-evolutionary-and-cultural-psychology	1	Journal of Social, Evolutionary, and Cultural Psychology	1
journal-of-sport-for-development	1	Journal of Sport for Development	1
journal-of-studies-on-alcohol-inc	3	Journal of Studies on Alcohol Inc.	1
journal-of-technology-management-innovation-group	1	Journal of Technology Management & Innovation Group	1
journal-of-the-national-science-council-of-srilanka	1	Journal Of The National Science Council Of Srilanka	1
journal-of-the-royal-college-of-general-practitioners	2	Journal Of The Royal College Of General Practitioners	1
journal-of-the-society-for-the-advancement-of-scandinavian-study	1	Journal of the Society for the Advancement of Scandinavian Study	1
journal-of-the-society-of-environmental-engineers	1	Journal of the Society of Environmental Engineers	1
journal-of-traditional-chinese-medicine	1	Journal of traditional chinese medicine	1
journal-press	1	Journal Press	1
journals-of-reproduction-and-fertility-ltd	1	Journals of Reproduction and Fertility, Ltd.	1
jsc-vidal-rus	1	JSC Vidal Rus	1
jsc-znack	2	JSC Znack	1
jugoslovenski-pregled	1	Jugoslovenski Pregled	1
jugoslovensko-udruzenje-za-sociologiju	1	Jugoslovensko udruzenje za sociologiju	1
julius-beltz-gmbh-co-kg	2	Julius Beltz GmbH & Co. KG	1
juliusz-schauder-center	1	Juliusz Schauder Center	1
jungseok-research-institute-of-international-logistics-and-trade	1	Jungseok Research Institute of International Logistics and Trade	1
junk-publishers	3	Junk Publishers	1
jurgen-hartmann-verlag	1	Jurgen Hartmann Verlag	1
juris-verlag	1	Juris Verlag	1
justus-perthes-verlag-gotha-gmbh	1	Justus Perthes Verlag Gotha GmbH	1
juta-and-company-ltd	1	Juta and Company Ltd	1
juta-co-ltd	1	Juta & Co. Ltd.	1
juventa-verlag-gmbh	2	Juventa Verlag GmbH	1
jve-international	1	JVE International	1
k-g-saur-verlag	2	K.G. Saur Verlag	1
k-jaishankar	1	K. Jaishankar	1
k-m-s-aziz-for-the-international-centre-for-diarrhoeal-disease-research	1	K.M.S. Aziz for the International Centre for Diarrhoeal Disease Research	1
kafkas-university	1	Kafkas University	1
kagerer-kommunikation	2	Kagerer Kommunikation	1
kalahari-journals	1	Kalahari Journals	1
kalasalingam-university	1	Kalasalingam University	1
kalerghi-publications	2	Kalerghi Publications	1
kalmyk-scientific-centre-of-russian-academy-of-sciences	1	Kalmyk Scientific Centre of Russian Academy of Sciences	1
kalpana-corporation	1	Kalpana Corporation	1
kamala-raj-enterprises	1	Kamala-Raj Enterprises	1
kamerton	1	Kamerton	1
kamla-raj-enterprises	5	Kamla-Raj Enterprises	1
kanagawa-prefectural-museum-of-natural-history	1	Kanagawa Prefectural Museum of Natural History	1
kanda-university-of-international-studies	1	Kanda University of International Studies	1
kanehara-shuppan-ltd	1	Kanehara Shuppan Ltd.	1
kansai-university	1	Kansai University	1
kansas-dental-association	2	Kansas Dental Association	1
kansas-entomological-society	1	Kansas Entomological Society	1
kansas-geological-survey	1	Kansas Geological Survey	1
kansas-medical-society	2	Kansas Medical Society	1
kansas-sigma-gamma-epsilon	1	Kansas Sigma Gamma Epsilon	1
kansas-state-nurses-association	1	Kansas State Nurses Association	1
kaohsiung-medical-college	1	Kaohsiung Medical College	1
kaprint-publishing-company	1	Kaprint Publishing Company	1
karadeniz-technical-university	2	Karadeniz Technical University	1
karazin-kharkiv-national-university	1	Karazin Kharkiv National University	1
kare-publishing	5	KARE Publishing	2
karger	268	Karger	1
karl-f-haug-verlag-in-mvs-medizinverlage-stuttgart-gmbh-co-kg	3	Karl F. Haug Verlag in MVS Medizinverlage Stuttgart GmbH & Co. KG	1
karl-mayer-gmbh	1	Karl Mayer GmbH	1
karnac-books	1	Karnac Books	1
karnataka-education-and-scientific-society	1	Karnataka Education and Scientific Society	1
karolinum-nakladatelstvi-univerzity-karlovy	1	Karolinum - Nakladatelstvi Univerzity Karlovy	1
kartgeotsentr-geodezizdat	1	Kartgeotsentr-Geodezizdat	1
kasetsart-university	2	Kasetsart University	1
kashihara-nihon-heikatsukin-gakkai	1	Kashihara Nihon Heikatsukin Gakkai	1
kassel-und-barenreiter-verlag	1	Kassel und Barenreiter Verlag	1
kassel-university-press-gmbh	8	Kassel University Press GmbH	1
katedra-i-klinika-endokrynologii-wieku-rozwojowego	1	Katedra i Klinika Endokrynologii Wieku Rozwojowego	1
kathmandu-university	1	Kathmandu University	1
katholieke-universiteit-instituut-voor-culturele-en-sociale-antropologie-university-of-nijmegen	1	Katholieke Universiteit, Instituut voor Culturele en Sociale Antropologie, University Of Nijmegen	1
katholieke-universiteit-leuven	1	Katholieke Universiteit Leuven	1
katholisches-bibelwerk	1	Katholisches Bibelwerk	1
katibeh-ilcrg	1	Katibeh-ILCRG	1
kaunas-university-of-technology	6	Kaunas University of Technology	1
kauno-technologijos-universitetas	2	Kauno Technologijos Universitetas	1
kavala-institute-of-technology	1	Kavala Institute of Technology	1
kawasaki-medical-society	1	Kawasaki Medical Society	1
kayaku-kyokai-japan-explosives-society	3	Kayaku Kyokai/Japan Explosives Society	1
kazan-federal-university	3	Kazan Federal University	1
kazanskii-gosudarstvennyi-tekhjicjeskii-universitet-im	1	Kazanskii Gosudarstvennyi Tekhjicjeskii Universitet im	1
keai-communications-co	23	KeAi Communications Co	2
keats-shelley-association-of-america	1	Keats-Shelley Association of America	1
keikinzoku-gakkai-japan-institute-of-light-metals	2	Keikinzoku Gakkai/Japan Institute of Light Metals	1
keimyung-university-academia-koreana	1	Keimyung University, Academia Koreana	1
