main_publisher_slug	n_journals	main_publisher	name_variants
american-health-lawyers-association	3	American Health Lawyers Association	1
american-healthcare-radiology-administrators	1	American Healthcare Radiology Administrators	1
american-heart-association	2	American Heart Association	1
american-helicopter-society	2	American Helicopter Society	1
american-heritage	2	American Heritage	1
american-holistic-nurses-association	1	American Holistic Nurses' Association	1
american-hospital-association	10	American Hospital Association	1
american-hospital-publishing-inc	7	American Hospital Publishing, Inc.	1
american-hospital-supply-corp	2	American Hospital Supply Corp.	1
american-humanist-association	2	American Humanist Association	1
american-industrial-hygiene-association	3	American Industrial Hygiene Association	1
american-institute-of-aeronautics-and-astronautics	13	American Institute of Aeronautics and Astronautics	1
american-institute-of-architects	1	American Institute of Architects	1
american-institute-of-chemical-engineers	2	American Institute of Chemical Engineers	1
american-institute-of-chemists-inc	1	American Institute of Chemists, Inc.	1
american-institute-of-industrial-engineers	1	American Institute of Industrial Engineers	1
american-institute-of-mathematical-sciences	19	American Institute of Mathematical Sciences	1
american-institute-of-mining-and-metallurgical-engineers	1	American Institute of Mining and Metallurgical Engineers	1
american-institute-of-physics	41	American Institute of Physics	1
american-institute-of-physics-publishing-llc	1	American Institute of Physics Publishing LLC	1
american-institute-of-steel-construction-inc	2	American Institute of Steel Construction, Inc	1
american-institute-of-the-history-of-pharmacy	2	American Institute of the History of Pharmacy	1
american-intra-ocular-implant-society	1	American Intra-Ocular Implant Society	1
american-jewish-committee	1	American Jewish Committee	1
american-jewish-congress	1	American Jewish Congress	1
american-journal-of-acupuncture	1	American Journal of Acupuncture	1
american-journal-of-medical-electronics	1	American Journal of Medical Electronics	1
american-journal-of-optometry-publishing-association	1	American Journal of Optometry Publishing Association	1
american-journal-of-orthopedic-surgery	2	American journal of orthopedic surgery	1
american-journal-of-proctology-inc	1	American Journal Of Proctology, Inc.	1
american-journal-of-science	1	American Journal of Science	1
american-judicature-society	1	American Judicature Society	1
american-kinesiotherapy-association	1	American Kinesiotherapy Association	1
american-leather-chemists-association	1	American Leather Chemists Association	1
american-library-association	6	American Library Association	1
american-lung-association	1	American Lung Association	1
american-malacological-society-inc	1	American Malacological Society, Inc.	1
american-management-association	1	American Management Association	1
american-marketing-association	6	American Marketing Association	1
american-mathematical-society	16	American Mathematical Society	1
american-media-inc	1	American Media Inc.	1
american-medical-association	46	American Medical Association	1
american-medical-group-association	1	American Medical Group Association	1
american-medical-record-association	1	American Medical Record Association	1
american-medical-womens-association	2	American Medical Women's Association	1
american-meteorological-society	16	American Meteorological Society	1
american-microscopical-society	1	American Microscopical Society	1
american-mosquito-control-association	3	American Mosquito Control Association	1
american-museum-of-natural-history	4	American Museum of Natural History	1
american-music-therapy-association	1	American Music Therapy Association	1
american-musical-instrument-society	1	American Musical Instrument Society	1
american-nuclear-society	9	American Nuclear Society	1
american-nurses-association	3	American Nurses Association	1
american-occupational-therapy-association	2	American Occupational Therapy Association	1
american-oil-chemists-society	1	American Oil Chemists' Society	1
american-oil-chemists-society-press	2	American Oil Chemists' Society Press	1
american-ophthalmological-society	1	American Ophthalmological Society	1
american-optometric-association	2	American Optometric Association	1
american-oriental-society	1	American Oriental Society	1
american-ornithologists-union	2	American Ornithologists' Union	1
american-orthopsychiatric-association	1	American Orthopsychiatric Association	1
american-orthotic-prosthetic-association	1	American Orthotic & Prosthetic Association	1
american-osteopathic-association	1	American Osteopathic Association	1
american-osteopathic-hospital-association	3	American Osteopathic Hospital Association	1
american-paraplegia-society	1	American Paraplegia Society	1
american-petroleum-institute	5	American Petroleum Institute	1
american-pharmaceutical-association	4	American Pharmaceutical Association	1
american-pharmacists-association	2	American Pharmacists Association	1
american-philosophical-association	1	American Philosophical Association	1
american-philosophical-society	3	American Philosophical Society	1
american-physical-society	22	American Physical Society	1
american-physical-therapy-association	6	American Physical Therapy Association	1
american-physiological-society	20	American Physiological Society	1
american-phytopathological-society	4	American Phytopathological Society	1
american-planning-association	5	American Planning Association	1
american-podiatric-medical-association	2	American Podiatric Medical Association	1
american-political-science-association	1	American Political Science Association	1
american-pomological-society	2	American Pomological Society	1
american-portuguese-studies-association	1	American Portuguese Studies Association	1
american-powder-metallurgy-institute-international	1	American Powder Metallurgy Institute International	1
american-protestant-health-association	1	American Protestant Health Association	1
american-protestant-hospital-association	1	American Protestant Hospital Association	1
american-psychiatric-association	2	American Psychiatric Association	1
american-psychiatric-press	1	American Psychiatric Press	1
american-psychiatric-publishing-inc	3	American Psychiatric Publishing, Inc.	1
american-psychological-association	86	American Psychological Association	1
american-psychological-association-inc	1	American Psychological Association Inc.	1
american-public-health-association	3	American Public Health Association	1
american-public-works-association	1	American Public Works Association	1
american-real-estate-society	5	American Real Estate Society	1
american-red-cross	1	American Red Cross	1
american-roentgen-ray-society	1	American Roentgen Ray Society	1
american-school-of-classical-studies	1	American School of Classical Studies	1
american-scientific-publishers	20	American Scientific Publishers	1
american-shore-and-beach-preservation-association	1	American Shore and Beach Preservation Association	1
american-society-for-aesthetic-plastic-surgery	1	American Society for Aesthetic Plastic Surgery	1
american-society-for-artificial-internal-organs	2	American Society For Artificial Internal Organs	1
american-society-for-biochemistry-and-molecular-biology-inc	1	American Society for Biochemistry and Molecular Biology Inc.	1
american-society-for-cell-biology	4	American Society for Cell Biology	1
american-society-for-clinical-investigation	2	American Society for Clinical Investigation	1
american-society-for-clinical-laboratory-science	2	American Society for Clinical Laboratory Science	1
american-society-for-clinical-nutrition-inc	2	American Society for Clinical Nutrition, Inc.	1
american-society-for-engineering-education	7	American Society for Engineering Education	1
american-society-for-enology-and-viticulture	1	American Society for Enology and Viticulture	1
american-society-for-environmental-history	1	American Society for Environmental History	1
american-society-for-gastrointestinal-endoscopy	1	American Society for Gastrointestinal Endoscopy	1
american-society-for-gravitational-and-space-biology	2	American Society for Gravitational and Space Biology	1
american-society-for-horticultural-science	3	American Society for Horticultural Science	1
american-society-for-hospital-engineering-of-the-american-hospital-association	1	American Society for Hospital Engineering of the American Hospital Association	1
american-society-for-information-science-technology	2	American Society for Information Science & Technology	1
american-society-for-metals	6	American Society for Metals	1
american-society-for-microbiology	25	American Society for Microbiology	1
american-society-for-nutrition	1	American Society for Nutrition	1
american-society-for-nutritional-sciences	1	American Society for Nutritional Sciences	1
american-society-for-pharmacology-and-experimental-therapeutics	5	American Society for Pharmacology and Experimental Therapeutics	1
american-society-for-photogrammetry-and-remote-sensing	1	American Society for Photogrammetry and Remote Sensing	1
american-society-for-psychical-research	1	American Society for Psychical Research	1
american-society-for-quality	1	American Society for Quality	1
american-society-for-quality-control	2	American Society for Quality Control	1
american-society-for-testing-and-materials	13	American Society for Testing and Materials	1
american-society-for-training-and-development	1	American Society for Training and Development	1
american-society-of-agricultural-and-biological-engineers	2	American Society of Agricultural and Biological Engineers	1
american-society-of-agricultural-engineers	5	American Society of Agricultural Engineers	1
american-society-of-agronomy-inc	1	American Society of Agronomy, Inc.	1
american-society-of-andrology	1	American Society of Andrology	1
american-society-of-animal-science	1	American Society of Animal Science	1
american-society-of-brewing-chemists	1	American Society of Brewing Chemists	1
american-society-of-cardiovascular-professionals-society-for-cardiovascular-management	1	American Society of Cardiovascular Professionals-Society for Cardiovascular Management	1
american-society-of-civil-engineers	66	American Society of Civil Engineers	1
american-society-of-clinical-oncology	8	American Society of Clinical Oncology	1
american-society-of-comparative-law	1	American Society of Comparative Law	1
american-society-of-consultant-pharmacists	2	American Society of Consultant Pharmacists	1
american-society-of-contemporary-medicine-surgery-and-opthalmology	2	American Society of Contemporary Medicine, Surgery and Opthalmology	1
american-society-of-contemporary-ophthalmology	1	American Society of Contemporary Ophthalmology	1
american-society-of-dentistry-for-children	1	American Society of Dentistry for Children	1
american-society-of-electroneurodiagnostic-technologists-inc	2	American Society of Electroneurodiagnostic Technologists, Inc.	1
american-society-of-exercise-physiologists	1	American Society of Exercise Physiologists	1
american-society-of-experimental-neurotherapeutics	1	American Society of Experimental Neurotherapeutics	1
american-society-of-extra-corporeal-technology	1	American Society of Extra-Corporeal Technology	1
american-society-of-health-system-pharmacists	1	American Society of Health-System Pharmacists	1
american-society-of-heating-refrigerating-and-air-conditioning-engineers	4	American Society of Heating, Refrigerating and Air Conditioning Engineers	1
american-society-of-hematology	1	American Society of Hematology	1
american-society-of-hospital-pharmacists	3	American Society of Hospital Pharmacists	1
american-society-of-ichthyologists-and-herpetologists	1	American Society of Ichthyologists and Herpetologists	1
american-society-of-interventional-pain-physicians	1	American Society of Interventional Pain Physicians	1
american-society-of-landscape-architects	2	American Society of Landscape Architects	1
american-society-of-law	1	American Society of Law	1
american-society-of-law-medicine	2	American Society of Law & Medicine	1
american-society-of-mechanical-engineers	35	American Society of Mechanical Engineers	1
american-society-of-mechanical-engineers-asme	1	American Society of Mechanical Engineers (ASME)	1
american-society-of-naval-engineers	1	American Society of Naval Engineers	1
american-society-of-nephrology	2	American Society of Nephrology	1
american-society-of-neuoradiology	1	American Society of Neuoradiology	1
american-society-of-neuroradiology	1	American Society of Neuroradiology	1
american-society-of-nondestructive-testing	1	American Society of Nondestructive Testing	1
american-society-of-ophthalmic-registered-nurses	1	American Society of Ophthalmic Registered Nurses	1
american-society-of-papyrologists	1	American Society of Papyrologists	1
