scopus_id	issn_type	issn	linking_issn
21100854799	electronic	2051-9729	2051-9710
21100854799	print	2051-9710	2051-9710
21100854808	electronic	1948-822X	1948-822X
21100854808	print	2334-2315	1948-822X
21100854817	electronic	2198-7866	2198-7866
21100854818	electronic	2053-3721	2053-3721
21100854820	electronic	2198-6088	2198-6088
21100854822	electronic	1305-0028	1300-1957
21100854823	electronic	2000-8686	2000-8686
21100854825	electronic	2198-6096	2198-6096
21100854826	electronic	2045-0931	2045-0923
21100854826	print	2045-0923	2045-0923
21100854827	electronic	2167-9320	2167-9312
21100854827	print	2167-9312	2167-9312
21100854828	electronic	2215-0846	2215-0838
21100854828	print	2215-0838	2215-0838
21100854829	electronic	2055-0936	2055-0936
21100854831	electronic	2332-7731	2332-7731
21100854832	electronic	2090-7699	2090-7699
21100854832	print	2090-8660	2090-7699
21100854839	electronic	2056-5623	2056-5623
21100854840	print	1939-5930	1939-5930
21100854841	electronic	2193-651X	2193-8237
21100854841	print	2193-8237	2193-8237
21100854842	electronic	0974-9357	0974-9349
21100854842	print	0974-9349	0974-9349
21100854843	electronic	2198-9788	2198-9788
21100854843	print	2199-1154	2198-9788
21100854845	electronic	2322-4320	2322-2611
21100854845	print	2322-2611	2322-2611
21100854846	print	0185-1063	0185-1063
21100854847	electronic	1803-9588	1803-9588
21100854850	electronic	0975-1572	0972-1363
21100854850	print	0972-1363	0972-1363
21100854851	electronic	1805-2576	1210-4027
21100854851	print	1210-4027	1210-4027
21100854853	electronic	1179-1535	1179-1535
21100854854	print	1405-8871	1405-8871
21100854855	electronic	2050-0068	2050-0068
21100854857	electronic	2055-5792	2055-5792
21100854858	electronic	2056-6115	2056-6115
21100854859	electronic	2075-907X	2075-907X
21100854860	print	2444-8664	2444-8664
21100854867	electronic	1923-9343	1923-9335
21100854867	print	1923-9335	1923-9335
21100854873	print	0862-979X	0862-979X
21100854880	electronic	2523-0816	1999-9674
21100854880	print	1999-9674	1999-9674
21100854881	print	2452-199X	2452-199X
21100854884	print	1110-578X	1110-578X
21100854885	electronic	2196-3045	2196-3045
21100854886	electronic	2173-2949	1697-2198
21100854886	print	1697-2198	1697-2198
21100854887	electronic	2054-1058	2054-1058
21100854888	print	2468-1245	2468-1245
21100854889	electronic	1920-4159	1920-4159
21100854890	print	2395-9215	2395-9215
21100854892	electronic	2052-9538	2052-9538
21100854894	electronic	2347-8659	2347-8659
21100854894	print	2349-6142	2347-8659
21100854895	electronic	2148-9696	2148-9696
21100854898	electronic	2373-0587	2373-0587
21100854899	electronic	2300-6722	1899-1874
21100854899	print	1899-1874	1899-1874
21100854900	electronic	2374-8907	1541-7891
21100854900	print	1541-7891	1541-7891
21100854905	electronic	2045-1407	2045-1393
21100854905	print	2045-1393	2045-1393
21100854907	electronic	2051-6673	2051-6673
21100854908	print	2090-7303	2090-7303
21100854952	electronic	2288-1778	2288-176X
21100854952	print	2288-176X	2288-176X
21100854982	electronic	2169-009X	1053-8259
21100854982	print	1053-8259	1053-8259
21100855404	electronic	2345-6825	2345-685X
21100855404	print	2345-685X	2345-685X
21100855405	electronic	2500-2856	2306-4099
21100855405	print	2306-4099	2306-4099
21100855406	electronic	2172-1068	1132-8940
21100855406	print	1132-8940	1132-8940
21100855407	electronic	2374-5398	2374-5398
21100855408	electronic	2192-6794	2192-6794
21100855408	print	2192-6786	2192-6794
21100855410	electronic	2572-6676	2572-6668
21100855410	print	2572-6668	2572-6668
21100855411	electronic	2159-8142	2159-8142
21100855432	print	1870-0713	1870-0713
21100855500	electronic	2465-4418	2465-4418
21100855501	print	1905-9094	1905-9094
21100855502	electronic	2146-0353	2146-0353
21100855504	print	1335-0102	1335-0102
21100855505	electronic	2057-2093	2057-2093
21100855506	electronic	2160-9926	2160-9918
21100855506	print	2160-9918	2160-9918
21100855507	electronic	1846-6273	1846-6273
21100855508	electronic	2300-2298	2300-2298
21100855510	electronic	2573-5438	2573-5438
21100855735	electronic	2383-4757	2287-7843
21100855735	print	2287-7843	2287-7843
21100855741	electronic	2330-6696	2330-6696
21100855744	electronic	2405-5816	2405-5816
21100855744	print	2405-6561	2405-5816
21100855747	electronic	2311-2255	1998-8621
21100855747	print	1998-8621	1998-8621
21100855751	electronic	2396-9407	2396-9393
21100855751	print	2396-9393	2396-9393
21100855752	electronic	1874-4400	1874-4400
21100855754	electronic	2573-573X	1323-238X
21100855754	print	1323-238X	1323-238X
21100855756	electronic	2444-9709	2444-9695
21100855756	print	2444-9695	2444-9695
21100855805	electronic	2077-6853	2076-7633
21100855805	print	2076-7633	2076-7633
21100855807	electronic	2149-4606	2149-4606
21100855807	print	2149-2042	2149-4606
21100855812	electronic	2542-131X	1028-4427
21100855812	print	1028-4427	1028-4427
21100855815	electronic	2213-3380	2213-3372
21100855815	print	2213-3372	2213-3372
21100855821	electronic	2300-892X	1734-8412
21100855821	print	1734-8412	1734-8412
21100855822	electronic	2331-1975	2331-1975
21100855826	electronic	2379-8068	2379-8068
21100855841	electronic	2470-0053	2470-0045
21100855841	print	2470-0045	2470-0045
21100855842	electronic	0973-774X	0253-4126
21100855842	print	2347-4327	0253-4126
21100855843	electronic	2029-2872	1648-2603
21100855843	print	1648-2603	1648-2603
21100855844	electronic	1827-1790	0392-0771
21100855844	print	2284-2993	2284-2993
21100855845	electronic	1432-4334	1432-4334
21100855845	print	0935-0020	0935-0020
21100855851	electronic	1749-6632	0077-8923
21100855851	print	0890-6564	0890-6564
21100855854	electronic	1927-632X	1927-6311
21100855854	print	1927-6311	1927-6311
21100855856	electronic	1439-0396	0931-2439
21100855856	print	0373-0069	0373-0069
21100855857	electronic	1614-7065	1001-604X
21100855857	print	0256-7660	0256-7660
21100855858	electronic	1098-237X	0036-8326
21100855858	print	0097-0352	0097-0352
21100855860	print	0069-2883	0069-2883
21100855863	print	1671-4431	1671-4431
21100855865	electronic	1097-458X	0749-1581
21100855865	print	0030-4921	0030-4921
21100855866	print	0369-0261	0369-0261
21100855867	print	0007-3725	0007-3725
21100855868	print	0394-3151	0394-3151
21100855881	electronic	1860-0743	1435-1935
21100855881	print	0373-8493	0373-8493
21100855882	electronic	1548-1409	1548-1409
21100855882	print	0193-5615	0193-5615
21100855883	electronic	1847-7003	1847-6996
21100855883	print	1847-6996	1847-6996
21100855885	electronic	2352-5789	2352-5789
21100855886	electronic	2169-9356	2169-9313
21100855886	print	2169-9313	2169-9313
21100855893	electronic	2527-2179	0100-2430
21100855893	print	0100-2430	0100-2430
21100855905	electronic	2383-4536	2383-4536
21100855906	electronic	2476-5406	2476-5406
21100855907	electronic	1880-5558	1880-5558
21100855908	electronic	2055-6845	2055-6837
21100855908	print	2055-6837	2055-6837
21100855909	electronic	2413-6166	1991-0290
21100855909	print	1991-0290	1991-0290
21100855910	electronic	2311-3758	2227-4200
21100855910	print	2227-4200	2227-4200
21100855926	electronic	2209-1203	2209-1203
21100855926	print	2209-119X	2209-1203
21100855971	print	1006-4125	1006-4125
21100855976	electronic	1339-3944	1339-3944
21100855978	print	2313-870X	2313-870X
21100855983	electronic	1875-8398	0957-0411
21100855983	print	0957-0411	0957-0411
21100855984	electronic	2213-7467	2213-7467
21100855986	electronic	2359-5639	2359-5639
21100855988	electronic	2337-0351	1451-7485
21100855988	print	1451-7485	1451-7485
21100855990	electronic	2164-6074	2164-6066
21100855992	electronic	1757-1189	1757-1170
21100855992	print	1757-1170	1757-1170
21100855995	electronic	2043-9997	2043-9989
21100855995	print	2043-9989	2043-9989
21100855996	electronic	2332-3361	2332-3353
21100855996	print	2332-3353	2332-3353
21100855999	electronic	2328-8280	2328-8272
21100855999	print	2328-8272	2328-8272
21100856013	electronic	2067-4635	1583-1523
21100856013	print	1583-1523	1583-1523
21100856014	electronic	2332-3299	2332-3280
21100856014	print	2332-3280	2332-3280
21100856029	electronic	2154-8463	2154-8455
21100856029	print	2154-8455	2154-8455
21100856030	electronic	2306-7381	2306-7381
21100856121	electronic	2251-788X	2251-7871
21100856121	print	2251-7871	2251-7871
21100856144	electronic	2277-7970	2249-7277
21100856144	print	2249-7277	2249-7277
21100856146	electronic	2573-2331	2573-2323
21100856188	electronic	2324-9757	2324-9749
21100856188	print	2324-9749	2324-9749
21100856191	electronic	2183-7635	2183-7635
21100856193	electronic	2451-9502	2451-9480
21100856193	print	2451-9480	2451-9480
21100856416	electronic	2284-4503	2284-4503
21100856464	electronic	1838-0743	1838-0743
21100856464	print	2201-473X	1838-0743
21100856516	electronic	2409-5370	2409-5370
21100856529	electronic	2447-2050	2237-0463
21100856529	print	2447-2069	2447-2069
21100856536	electronic	2050-0696	2050-0688
21100856536	print	2050-0688	2050-0688
21100856537	electronic	2183-9956	2183-3869
21100856537	print	2183-3869	2183-3869
21100856538	electronic	2345-0282	2345-0282
21100856541	electronic	2213-7459	2213-7459
21100856557	electronic	2191-5776	2191-5768
21100856557	print	2191-5768	2191-5768
21100856573	electronic	2058-1742	2058-1742
21100856573	print	2058-5225	2058-1742
21100856603	print	1302-7050	1302-7050
21100856604	electronic	1409-4258	1409-4258
21100856605	electronic	1851-992X	1851-992X
21100856606	electronic	1877-9085	1877-9077
21100856606	print	1877-9077	1877-9077
21100856607	print	1720-4313	1720-4313
21100856608	electronic	2374-250X	1042-5055
21100856608	print	1042-5055	1042-5055
21100856609	print	0210-4857	0210-4857
21100856610	electronic	1212-9097	1212-9097
21100856611	electronic	2329-9037	2329-9037
21100856611	print	2329-9460	2329-9037
21100856632	electronic	2408-3801	1669-7456
21100856632	print	1853-1296	1669-7456
21100856637	print	2407-439X	2407-439X
21100856757	electronic	2347-9825	2347-9825
21100856758	print	1793-0847	1793-0847
21100856760	electronic	2321-8398	2321-0222
21100856760	print	2321-0222	2321-0222
21100856779	electronic	2369-8136	2369-8136
21100856780	electronic	2369-8128	2369-8128
21100856783	electronic	2371-5294	2371-5294
21100856785	electronic	2371-5308	2371-5308
21100856788	print	0932-4747	0932-4747
21100856790	electronic	1521-2300	1521-2300
21100856790	print	1854-9373	1854-9373
21100856796	print	1608-8751	1608-8751
21100856805	electronic	2010-2704	2010-2690
21100856805	print	2010-2690	2010-2690
21100857012	print	2325-4793	2325-4793
21100857101	electronic	2146-7153	1302-0099
21100857101	print	1302-0099	1302-0099
21100857102	electronic	2453-7829	1338-5615
21100857102	print	1338-5615	1338-5615
21100857115	electronic	2228-0987	1736-6518
21100857115	print	1736-6518	1736-6518
21100857116	electronic	1841-964X	1841-1487
21100857116	print	1841-1487	1841-1487
21100857117	print	1801-3422	1801-3422
21100857118	electronic	2532-3350	1120-7183
21100857118	print	1120-7183	1120-7183
21100857119	electronic	2247-0735	1223-2254
21100857119	print	1223-2254	1223-2254
21100857120	electronic	2391-9531	2391-9531
21100857160	electronic	2162-4941	2162-4941
21100857160	print	1672-6340	1672-6340
21100857165	electronic	0973-8029	0025-2921
21100857165	print	0973-8010	
21100857166	electronic	2383-3416	2383-319X
21100857166	print	2383-319X	2383-319X
21100857169	print	2028-3997	2028-3997
21100857171	electronic	2203-5184	1447-8420
21100857171	print	1447-8420	1447-8420
21100857172	electronic	2079-3197	2079-3197
21100857207	electronic	2376-7642	2376-7642
21100857210	electronic	2304-6740	2304-6740
21100857212	electronic	2452-3100	2452-3100
21100857214	electronic	2424-8002	2424-8002
21100857217	electronic	1849-0891	1847-6481
21100857217	print	1847-6481	1847-6481
21100857388	electronic	2218-2004	2218-2004
21100857389	electronic	2353-8821	2353-8821
21100857389	print	2353-883X	2353-8821
21100857390	electronic	2234-5930	1225-1585
21100857390	print	2234-7550	1225-1585
21100857392	electronic	2227-9040	2227-9040
21100857397	electronic	1941-6288	1941-627X
21100857397	print	1941-627X	1941-627X
21100857401	electronic	2001-7987	2001-7979
21100857401	print	2001-7979	2001-7979
21100857406	electronic	2500-2228	1027-4065
21100857406	print	1027-4065	1027-4065
21100857408	electronic	2214-2584	2313-1691
21100857408	print	2313-1691	2313-1691
21100857422	electronic	1754-923X	1754-9221
21100857422	print	1754-9221	1754-9221
21100857423	electronic	2221-3759	2221-3759
21100857424	electronic	2239-4303	2239-4303
21100857429	print	1386-2316	1386-2316
21100857441	electronic	2345-5861	2345-5853
21100857441	print	2345-5853	2345-5853
21100857443	electronic	2309-0103	2309-0103
21100857445	electronic	2278-7666	2278-7666
21100857520	electronic	2474-7394	2474-7394
21100857526	electronic	2541-8017	2223-9022
21100857526	print	2223-9022	2223-9022
21100857528	electronic	2451-9111	2451-9103
21100857528	print	2451-9103	2451-9103
21100857529	print	1001-7003	1001-7003
21100857530	electronic	2304-5272	2224-3151
21100857559	electronic	2412-2343	2409-9058
21100857559	print	2409-9058	2409-9058
21100857578	electronic	2474-6819	2474-6800
21100857578	print	2474-6800	2474-6800
21100857591	electronic	2374-0361	2374-0353
21100857591	print	2374-0353	2374-0353
21100857772	print	1211-7250	1211-7250
21100857773	electronic	2037-741X	2037-741X
21100857775	electronic	1887-3987	1886-1350
21100857857	electronic	2528-987X	2528-9861
21100857857	print	2528-9861	2528-9861
21100857877	electronic	2501-5893	0066-7358
21100857877	print	0066-7358	0066-7358
21100857889	electronic	1883-7239	0386-6157
21100857889	print	0386-6157	0386-6157
21100857891	print	1642-9893	1642-9893
21100857954	print	2383-8701	2383-8701
21100857955	electronic	2514-9288	2514-9288
21100858112	print	2042-6402	2042-6402
21100858116	electronic	2332-8975	2332-8975
21100858116	print	2332-8983	2332-8975
21100858119	electronic	2586-8470	2586-8470
21100858119	print	2586-8195	2586-8195
21100858121	electronic	2311-9799	1017-8678
21100858121	print	1017-8678	1017-8678
21100858122	electronic	2336-808X	2336-3452
21100858122	print	2336-3452	2336-3452
21100858123	electronic	2211-4750	2211-4742
21100858123	print	2211-4742	2211-4742
21100858125	electronic	2047-4814	2047-4806
21100858125	print	2047-4806	2047-4806
21100858126	electronic	2615-790X	2615-787X
21100858126	print	2615-787X	2615-787X
21100858127	electronic	2367-5438	1313-888X
21100858127	print	1313-888X	1313-888X
21100858128	electronic	2040-4565	2040-4565
21100858129	electronic	1947-8291	1947-8283
21100858129	print	1947-8283	1947-8283
21100858132	electronic	1938-1751	1938-1743
21100858132	print	1938-1743	1938-1743
21100858163	electronic	2191-3013	2191-3005
21100858163	print	2191-3005	2191-3005
21100858171	electronic	2199-1049	2199-1030
21100858171	print	2199-1030	2199-1030
21100858173	electronic	2516-3507	2516-3507
21100858250	print	1535-9468	1535-9468
21100858269	electronic	2292-5511	2292-5503
21100858269	print	2292-5503	2292-5503
21100858339	electronic	2541-9617	0869-0189
21100858339	print	0869-0189	0869-0189
21100858348	electronic	1848-9931	1848-0225
21100858348	print	1848-0225	1848-0225
21100858350	electronic	2050-0734	2050-0726
21100858350	print	2050-0726	2050-0726
21100858356	electronic	1753-8645	1753-8637
21100858356	print	1753-8637	1753-8637
21100858388	electronic	2387-0346	2341-0531
21100858388	print	2341-0531	2341-0531
21100858412	electronic	2078-1792	2077-9828
21100858412	print	2077-9828	2077-9828
21100858472	electronic	2332-9025	2332-9017
21100858472	print	2332-9017	2332-9017
21100858473	electronic	2197-1714	2197-1714
21100858510	electronic	2334-4555	2334-4547
21100858510	print	2334-4547	2334-4547
21100858516	electronic	2508-0342	1908-6865
21100858516	print	1908-6865	1908-6865
21100858550	electronic	2193-7281	2193-7281
21100858657	electronic	2542-5196	2542-5196
21100858674	print	2169-432X	2169-432X
21100858680	electronic	2367-2005	2367-2005
21100858711	electronic	2237-1036	2236-997X
21100858711	print	2236-997X	2236-997X
21100859815	electronic	2198-9761	2198-9761
21100859816	electronic	2056-9920	2056-9920
21100859994	electronic	2055-5784	2055-5784
21100859996	electronic	2414-3642	2226-0803
21100859996	print	2226-0803	2226-0803
21100860009	electronic	2570-7345	2570-7337
21100860009	print	2570-7337	2570-7337
21100860011	electronic	2300-5076	2300-5076
21100860026	electronic	2405-5093	1741-0819
21100860026	print	1741-0819	1741-0819
21100860043	print	0082-0717	0082-0717
21100860048	print	0560-2793	0560-2793
21100860053	electronic	1448-2940	1448-2940
21100860057	electronic	2232-3317	2232-3317
21100860059	electronic	2177-5346	1413-9138
21100860059	print	1413-9138	1413-9138
21100860060	electronic	2601-226X	2247-9228
21100860060	print	2247-9228	2247-9228
21100860118	electronic	2306-5338	2306-5338
21100860139	electronic	1887-505X	1576-3935
21100860139	print	1576-3935	1576-3935
21100860142	electronic	2518-1432	2227-4782
21100860142	print	2227-4782	2227-4782
