scopus_id	issn_type	issn	linking_issn
77911	print	1363-2094	1363-2094
77914	print	0009-9287	0009-9287
77927	print	0365-2203	0365-2203
77981	print	0342-734X	0342-734X
77985	electronic	1613-6055	1613-5636
77985	print	1613-5636	1613-5636
77998	print	0004-0290	0004-0290
77999	print	0040-6082	0040-6082
78004	electronic	1432-1289	0020-9554
78004	print	0020-9554	0020-9554
78019	print	0094-0496	0094-0496
78033	print	0378-8504	0378-8504
78048	print	0132-8867	0132-8867
78050	print	0092-4458	0092-4458
78089	print	0130-0997	0130-0997
78090	print	0969-1170	0969-1170
78104	print	0301-5017	0301-5017
78141	print	0884-6219	0884-6219
78149	print	0264-7494	0264-7494
78186	print	0033-8281	0033-8281
78192	print	0001-6748	0001-6748
78193	print	0748-1896	0748-1896
78208	electronic	1559-0100	1355-008X
78208	print	1355-008X	1355-008X
78212	print	1092-440X	1092-440X
78220	print	1086-6728	1086-6728
78222	print	0252-1903	0252-1903
78223	print	0389-7893	0389-7893
78233	print	1050-1827	1050-1827
78240	print	0034-7000	0034-7000
78244	print	1071-6947	1071-6947
78252	print	1389-0352	1389-0352
78263	print	1084-1288	1084-1288
78270	print	1121-4201	1121-4201
78275	print	0332-768X	0332-768X
78278	print	1125-9183	1125-9183
78296	print	0925-5206	0925-5206
78304	print	0898-3135	0898-3135
78307	print	0742-1303	0742-1303
78319	print	0033-5479	
78325	print	0195-3966	0195-3966
78330	print	0161-0570	
78341	print	0253-5823	0253-5823
78356	print	0558-3489	
78376	print	0789-600X	0789-600X
78391	print	0882-0287	0882-0287
78414	print	1011-2367	1011-2367
78427	print	0096-0284	0096-0284
78429	print	0314-0024	0314-0024
78432	print	0015-0444	0015-0444
78455	print	0018-0203	0018-0203
78461	print	0857-717X	0857-717X
78470	print	1365-8050	1365-8050
78470	print	1462-7264	1365-8050
78475	print	0430-8689	0430-8689
78476	print	0035-449X	0035-449X
78477	print	1660-2242	0079-6034
78518	print	0083-2006	0083-2006
78530	print	0022-8699	0022-8699
78534	print	0300-9696	0300-9696
78546	print	0250-4936	
78565	print	1094-0626	1094-0626
78572	print	0870-8363	0870-8363
78574	print	1046-7386	1046-7386
78582	print	1359-0987	1359-0987
78586	print	0253-3995	0253-3995
78602	print	0365-7426	0365-7426
78605	print	0883-9115	0883-9115
78608	print	0268-0165	0268-0165
78614	print	0747-1351	0747-1351
78628	print	0365-5598	0365-5598
78652	print	0738-7997	0738-7997
78667	print	1060-4456	1026-8081
78668	print	0382-8514	0382-8514
78670	print	0911-8985	0911-8985
78680	print	1065-1063	1065-1063
78688	print	0003-9187	0003-9187
78698	print	0388-1601	0388-1601
78701	print	0075-7497	
78717	print	0731-1575	0731-1575
78732	print	0892-8762	0892-8762
78734	print	0949-3964	0949-3964
78747	print	1671-4628	1671-4628
78754	print	0084-2893	0084-2893
78757	print	1551-8299	1551-8299
78759	print	0033-9652	0033-9652
78760	print	0004-5241	0004-5241
78796	print	0378-4290	0378-4290
78798	print	0046-2616	0046-2616
78803	print	0303-657X	0303-657X
78809	print	1001-3814	1001-3814
78831	print	0035-0915	0035-0915
78834	print	0925-4676	0925-4676
78844	print	0263-9513	0263-9513
78854	print	0956-0599	0956-0599
78867	print	0193-2527	0193-2527
78877	print	0567-7386	0567-7386
78887	print	0145-0166	
78905	print	1540-7969	1540-7969
78909	print	0026-0800	0026-0800
78953	print	0897-8026	0897-8026
78954	print	0017-8616	0017-8616
78979	print	1188-0325	1188-0325
78990	print	0344-6948	0344-6948
79001	print	0740-445X	0740-445X
79015	print	1001-0920	1001-0920
79028	print	1092-678X	1092-678X
79032	print	1055-7466	1055-7466
79036	print	2335-6928	2335-6928
79036	print	2335-6936	2335-6928
79039	print	0011-8729	0011-8729
79051	print	0930-6447	0930-6447
79052	print	0091-0600	
79053	print	1226-3907	1226-3907
79063	print	0096-3593	0096-3593
79067	print	0513-3696	0513-3696
79076	print	0083-2065	0083-2065
79082	print	1492-9058	1492-9058
79119	print	0025-0120	0025-0120
79134	electronic	1950-666X	1254-728X
79134	print	1254-728X	1254-728X
79162	print	0102-5902	0102-5902
79167	print	0265-9999	0265-9999
79174	print	0009-9325	0009-9325
79195	print	0304-9566	0304-9566
79199	print	0021-0587	0021-0587
79202	print	0151-6655	0151-6655
79203	print	0035-3043	0035-3043
79206	print	0192-432X	0192-432X
79221	print	0393-5310	0393-5310
79226	print	0048-8828	0048-8828
79234	print	0323-6056	0323-6056
79238	print	1655-5252	1655-5252
79245	print	0301-2255	0301-2255
79247	print	0898-316X	0898-316X
79249	print	1099-8209	1099-8209
79250	print	0020-756X	0020-756X
79257	print	0946-4832	0946-4832
79258	print	1546-6523	1546-6523
79268	print	0035-1792	0035-1792
79283	print	0309-6858	0309-6858
79296	print	1039-2645	1039-2645
79314	print	0394-249X	0394-249X
79318	print	0277-3635	0277-3635
79319	print	1743-4440	1743-4440
79324	electronic	1538-9820	1535-2765
79324	print	1535-2765	1535-2765
79328	print	0044-538X	0044-538X
79345	print	1078-9537	1078-9537
79372	print	1678-7544	1678-7544
79386	print	1029-8622	1029-8622
79405	print	1022-0119	1022-0119
79414	print	1431-2719	1431-2719
79432	print	1046-3607	1046-3607
79440	print	0746-0554	0746-0554
79441	print	0300-175X	
79450	print	0032-4701	0032-4701
79466	print	0012-074X	0012-074X
79481	print	0044-345X	0044-345X
79491	print	0950-3501	0950-3501
79498	print	1088-0712	1088-0712
79502	print	0386-2763	0386-2763
79504	print	0529-5769	0529-5769
79517	print	1181-6058	1181-6058
79520	print	0724-7907	0724-7907
79525	print	1175-6357	1175-6357
79552	print	0006-8071	0006-8071
79556	print	0075-8590	0075-8590
79567	electronic	2042-8189	1478-2715
79567	print	1478-2715	1478-2715
79572	print	1583-5170	1583-5170
79582	electronic	1365-2338	0250-8052
79582	print	0250-8052	0250-8052
79598	print	0941-2131	0941-2131
79619	print	0368-945X	0368-945X
79643	print	1029-385X	1029-385X
79644	print	0025-7338	0025-7338
79659	print	0393-3660	0393-3660
79663	print	0749-1611	0749-1611
79669	print	0044-3417	0044-3417
79676	print	0375-5975	0375-5975
79684	electronic	1588-2586	1216-9803
79684	print	1216-9803	1216-9803
79686	print	0301-357X	0301-357X
79736	print	0312-5211	0312-5211
79749	print	0340-3157	0340-3157
79751	print	0171-9750	0171-9750
79766	print	0928-4869	0928-4869
79802	print	0031-8671	0031-8671
79824	print	0713-7672	0713-7672
79866	print	0121-3784	0121-3784
79872	print	0257-3199	0257-3199
79889	print	1385-1101	1385-1101
79913	print	1761-676X	1761-676X
79917	print	0176-8638	0176-8638
79939	print	0378-5149	0378-5149
79940	print	0019-9605	0019-9605
79944	print	0117-0163	0117-0163
79952	print	0828-7090	0828-7090
79955	print	0734-578X	0734-578X
79961	print	1320-3185	1320-3185
79963	print	0166-2031	0166-2031
79966	print	0898-2090	0898-2090
79977	print	1048-4876	1048-4876
79995	print	0165-6090	0165-6090
80000	print	0736-5861	0736-5861
80006	print	0869-5733	0869-5733
80015	print	1070-9916	1070-9916
80035	electronic	1582-4926	1582-4918
80035	print	0377-5038	0377-5038
80043	print	0146-1052	0146-1052
80051	print	0134-3475	0134-3475
80053	print	0003-0635	0003-0635
80073	print	0018-1153	0018-1153
80076	print	1017-1584	1017-1584
80089	print	0961-1444	0961-1444
80112	print	1598-9992	1598-9992
80146	print	0271-1575	0271-1575
80148	print	1044-4122	1044-4122
80151	print	0173-0541	0173-0541
80165	print	0270-6679	0270-6679
80174	electronic	1614-2454	1614-2446
80174	print	1614-2446	1614-2446
80192	print	1369-0191	1369-0191
80212	print	0031-3904	0031-3904
80252	print	0266-0970	0266-0970
80280	print	0304-419X	0304-419X
80293	print	0951-9580	0951-9580
80296	print	1464-0112	1464-0112
80311	print	0163-6707	0163-6707
80321	electronic	1470-1332	0951-2748
80321	print	0951-2748	0951-2748
80336	print	0143-9294	0143-9294
80341	print	0702-0481	0702-0481
80343	print	1351-1416	1351-1416
80347	print	0365-0138	0365-0138
80353	print	0307-692X	0307-692X
80362	print	0953-9859	0953-9859
80370	print	0022-1090	0022-1090
80375	print	0003-5815	0003-5815
80381	print	1351-8488	1351-8488
80382	print	0147-829X	0147-829X
80386	print	0742-0269	0742-0269
80396	print	1018-8940	1018-8940
80418	print	1356-6881	1356-6881
80436	print	1097-0819	1097-0819
80437	print	1096-1372	1096-1372
80467	print	1070-9886	1070-9886
80472	print	0111-9532	0111-9532
80476	print	0017-4726	0017-4726
80487	print	0025-7087	0025-7087
80517	print	0256-5145	0256-5145
80535	print	0784-395X	0784-395X
80536	print	0943-1837	0943-1837
80553	print	1592-1093	1592-1093
80554	print	1079-0349	1079-0349
80573	print	0342-7498	0342-7498
80574	print	0938-765X	0938-765X
80584	print	0185-5093	0185-5093
80593	print	1684-0240	1684-0240
80601	print	0028-8233	0028-8233
80611	print	0493-3079	0493-3079
80618	print	1311-8706	1311-8706
80625	print	0162-8941	0162-8941
80627	print	1059-7565	1059-7565
80630	print	0047-7842	
80635	print	1381-3390	1381-3390
80639	print	0092-2846	0092-2846
80648	print	1368-1222	1368-1222
80672	print	0038-0431	0038-0431
80675	print	1052-2883	1052-2883
80712	print	0047-1860	0047-1860
80750	print	0158-0728	0158-0728
80751	print	0324-9794	0324-9794
80756	print	0308-6356	0308-6356
80769	print	0738-1441	0738-1441
80779	print	1328-8318	1328-8318
80785	print	0152-9668	0152-9668
80793	print	1074-0708	1074-0708
80794	print	0738-4947	0738-4947
80799	electronic	2244-8853	1012-1617
80799	print	1012-1617	1012-1617
80835	print	1068-5502	1068-5502
80842	print	0892-0141	0892-0141
80846	print	0044-6041	0044-6041
80867	print	0305-6139	0305-6139
80876	print	0940-855X	0940-855X
80889	print	0065-1362	0065-1362
80911	print	0254-508X	0254-508X
80927	print	0034-8899	0034-8899
80931	print	1300-669X	1300-669X
80974	print	0300-5208	0300-5208
80983	print	0301-0813	0301-0813
80994	print	0210-3591	0210-3591
81032	electronic	1468-5876	1352-4739
81032	print	1352-4739	1352-4739
81035	print	0378-1100	0378-1100
81075	print	1022-8659	1022-8659
81091	print	1480-5537	1480-5537
81093	print	1467-5277	1467-5277
81113	print	1466-2914	1466-2914
81124	print	0003-8105	0003-8105
81142	print	0260-4639	0260-4639
81143	print	1076-8467	1076-8467
81154	print	1002-1396	1002-1396
81156	print	0894-1009	0894-1009
81161	print	0098-8383	0098-8383
81212	print	0017-0291	0017-0291
81227	print	0301-0821	0301-0821
81240	print	0167-3858	0167-3858
81273	print	1064-9700	1026-7956
81278	print	0898-4697	0898-4697
81297	print	0276-1459	0276-1459
81310	print	0731-356X	0731-356X
81345	print	1461-1449	1461-1449
81348	print	0012-4044	0012-4044
81354	print	0720-3322	0720-3322
81364	print	0042-1146	0042-1146
81408	print	0226-8787	0226-8787
81410	print	1078-7844	1078-7844
81428	print	0251-0960	0251-0960
81432	print	0356-1437	0356-1437
81446	print	0067-6489	0067-6489
81467	print	0833-076X	0833-076X
81485	print	1070-535X	1070-535X
81529	print	0790-7915	0790-7915
81542	electronic	1573-5125	1386-2588
81542	print	0165-1404	0165-1404
81548	print	0352-5406	0352-5406
81557	print	0943-1675	0943-1675
81600	print	0356-8172	0356-8172
81603	print	0371-1951	0371-1951
81620	print	0148-4869	0148-4869
81655	print	1085-0635	1085-0635
81657	electronic	1810-9292	1810-2107
81657	print	1810-2107	1810-2107
81685	print	1120-5776	1120-5776
81697	print	1448-6083	1323-3580
81698	print	0144-2449	0144-2449
81739	print	0313-3311	0313-3311
81741	print	0195-2307	0195-2307
81743	print	0893-3561	0893-3561
81752	print	0394-9672	0394-9672
81758	print	0961-9526	0961-9526
81762	print	0968-2864	0968-2864
81781	print	1461-5347	1461-5347
81790	print	0018-9960	0018-9960
81791	print	0164-8470	0164-8470
81808	print	0146-2520	0146-2520
81839	print	0006-629X	0006-629X
81859	print	1031-170X	1031-170X
81866	print	1400-4089	1400-4089
81870	print	0962-2799	0962-2799
81916	print	1122-0538	1122-0538
81927	print	0019-5111	0019-5111
81929	print	0397-9164	0397-9164
81947	print	0889-7182	0889-7182
81955	print	1361-7583	1361-7583
81968	print	0176-9243	0176-9243
81974	print	1065-0989	1065-0989
81989	print	0036-1402	0036-1402
82015	print	0192-4648	0192-4648
82027	print	0033-2283	0033-2283
82037	print	1435-7739	1435-7739
82042	print	0044-2631	0044-2631
82046	print	0154-9014	0154-9014
82085	print	0023-2300	0023-2300
82086	print	0001-6152	0001-6152
82087	print	1434-3584	1434-3584
82095	print	0306-9699	0306-9699
82109	electronic	1469-3666	1030-4312
82109	print	1030-4312	1030-4312
82110	print	0391-5883	0391-5883
82119	print	0954-2582	0954-2582
82155	electronic	1333-4875	1330-030X
82155	print	0016-7924	0016-7924
82162	print	0370-0887	0370-0887
82170	print	0025-1569	0025-1569
82174	print	1131-6756	1131-6756
82185	print	0144-5170	0144-5170
82192	print	1553-0671	1553-0671
82211	print	0921-8696	0921-8696
82216	print	0033-1783	0033-1783
82226	print	1045-6635	1045-6635
82230	electronic	2177-3491	0034-737X
82230	print	0034-737X	0034-737X
82246	print	1056-8670	1056-8670
82255	print	0020-3203	0020-3203
82270	print	0260-7840	0260-7840
82272	print	1462-8791	1462-8791
82277	print	1479-8336	1479-8336
82279	print	1445-4386	1445-4386
82286	print	1082-3670	1082-3670
82305	electronic	1949-8594	0036-6803
82305	print	0036-6803	0036-6803
82306	print	0068-2527	0068-2527
82312	print	0540-1259	0540-1259
82317	print	0049-173X	0049-173X
82318	print	0213-7585	0213-7585
82338	print	0351-1642	0351-1642
82340	print	0959-9754	0959-9754
82357	print	0106-4347	0106-4347
82360	electronic	1432-1467	0938-8974
82360	print	0938-8974	0938-8974
82380	print	0824-8605	0824-8605
82406	print	1011-8942	1011-8942
82410	print	0844-3718	0844-3718
82416	print	1528-7378	1528-7378
82444	print	0372-2430	0372-2430
82448	print	0921-8777	0921-8777
82465	print	1216-0555	1216-0555
82480	print	1049-0833	1049-0833
82499	print	0044-7307	0044-7307
82510	print	0300-8649	0300-8649
82528	print	0300-8894	0300-8894
82562	electronic	1469-8293	1350-7486
82562	print	1350-7486	1350-7486
82582	print	0369-0288	0369-0288
82594	print	0021-1346	0021-1346
82601	print	0002-3388	0002-3388
82608	print	0065-2822	0065-2822
82630	print	1435-7747	1435-7747
82641	print	1527-2494	1527-2494
82643	print	1448-837X	1448-837X
82667	print	0958-6024	0958-6024
82684	print	1094-253X	1094-253X
82701	print	0076-5902	0076-5902
82708	print	0571-9283	0571-9283
82719	print	0023-1940	0023-1940
82723	electronic	1981-8637	0103-6971
82723	print	0103-6971	0103-6971
82729	print	0045-6632	0045-6632
82760	print	0002-8002	0002-8002
82783	print	0013-8878	0013-8878
82790	print	0300-9653	0300-9653
82801	electronic	2213-5413	1682-606X
82801	print	1682-606X	1682-606X
82812	print	0370-9833	0370-9833
82838	print	0736-6108	0736-6108
82881	print	0303-4208	0303-4208
82883	print	0396-8014	0396-8014
82884	print	1050-5881	1050-5881
82886	print	0261-9873	0261-9873
82909	print	0044-2933	0044-2933
82921	print	0161-4576	0161-4576
82941	print	0766-1193	0766-1193
82944	print	0374-8405	0374-8405
82959	print	0085-4638	0085-4638
82961	print	0020-7837	0020-7837
82964	print	0006-3215	0006-3215
83022	print	0083-3002	0083-3002
83027	print	1223-4974	1223-4974
83061	electronic	1573-7756	1059-0161
83061	print	1059-0161	1059-0161
83063	electronic	1942-4396	1043-2256
83063	print	1043-2256	1043-2256
83074	print	0170-6977	0170-6977
83078	print	0935-1701	0935-1701
83082	electronic	2340-3659	1139-1472
83082	print	1139-1472	1139-1472
83088	print	0885-7059	0885-7059
83089	print	0019-9044	0019-9044
83098	print	1070-437X	1070-437X
83110	print	0931-2250	0931-2250
83118	print	0001-5431	0001-5431
83127	print	1373-7503	1373-7503
83129	print	1022-890X	1022-890X
83133	print	1091-7853	1091-7853
83149	print	0892-4007	0892-4007
83160	print	0034-4095	0034-4095
83162	print	0327-2745	0327-2745
83168	print	0035-399X	0035-399X
83179	electronic	1741-5152	1741-5152
83179	print	1744-232X	1741-5152
83215	print	1362-9379	1362-9379
83223	print	0177-4875	0177-4875
83293	print	0370-0291	0370-0291
83306	print	0214-8668	0214-8668
83309	print	0308-4922	0308-4922
83313	print	0093-4658	0093-4658
83349	print	0018-0130	0018-0130
83355	print	1533-3086	1533-3086
83359	print	0300-8703	0300-8703
83361	print	1000-1271	1000-1271
83377	print	0013-4260	0013-4260
83378	print	0889-6313	0889-6313
83385	print	0505-401X	0505-401X
83409	print	1357-7298	1357-7298
83418	print	1340-6868	1340-6868
83419	print	0393-4780	0393-4780
83444	print	0886-5930	0886-5930
83472	print	1220-0522	1220-0522
83480	print	0303-4461	0303-4461
83499	print	0941-0635	1435-6031
83501	print	0470-0155	0470-0155
83524	print	0008-5170	0008-5170
83530	print	0098-8448	0098-8448
83545	print	0747-7767	0747-7767
83574	print	1079-3917	1079-3917
83588	print	0039-1719	0039-1719
83617	print	1014-711X	1014-711X
83620	print	0893-6099	0893-6099
83621	print	0146-6402	0146-6402
83627	print	0261-9881	0261-9881
83643	print	0073-6937	0073-6937
83645	print	0080-2042	0080-2042
83653	print	0872-7023	0872-7023
83662	print	0300-0885	0300-0885
83668	print	0095-1390	0095-1390
83683	print	0394-4255	0394-4255
83687	print	0957-6061	0957-6061
83698	print	0021-213X	0021-213X
83731	print	0147-3700	0147-3700
83734	print	0258-7076	0258-7076
83742	print	1569-1861	1569-1861
83756	print	0038-4836	0038-4836
83763	print	0013-9424	0013-9424
83764	print	0931-9530	0931-9530
83765	print	0001-0340	0001-0340
83831	print	0168-5597	0168-5597
83845	print	0174-2817	0174-2817
83873	print	0197-0216	0197-0216
83899	print	0032-7069	0032-7069
83928	print	1483-698X	1483-698X
83936	print	1155-4312	1155-4312
83937	print	0034-9771	0034-9771
83947	print	0935-6339	0935-6339
83956	electronic	1458-6126	1455-0725
83956	print	1455-0725	1455-0725
83985	print	0971-5452	0971-5452
83986	print	1003-6520	1003-6520
83996	print	0249-6402	0249-6402
84001	print	0015-637X	0015-637X
84003	print	0147-9598	0147-9598
84007	print	1590-9158	1590-9158
84008	print	0027-6049	0027-6049
84014	print	0720-4280	0720-4280
84016	print	0301-228X	0301-228X
84018	print	0197-5838	0197-5838
84057	print	0391-2825	0391-2825
84086	print	1062-0311	1062-0311
84102	print	0044-426X	0044-426X
84112	print	0785-7527	0785-7527
84156	print	1081-6011	1081-6011
84173	print	0021-7867	0021-7867
84175	print	1458-6401	1458-6401
84186	print	0003-0465	0003-0465
84187	print	1522-8851	1522-8851
84189	print	0099-9695	0099-9695
84190	print	1367-9031	1367-9031
84195	print	0031-5621	0031-5621
84220	print	1063-6552	1063-6552
84222	electronic	2191-0359	0792-1233
84222	print	0334-181X	0334-181X
84226	print	0049-3570	0049-3570
84232	print	0035-2195	0035-2195
84273	print	1355-5626	1355-5626
84277	print	0369-5700	0369-5700
84309	print	0191-5401	0191-5401
84320	print	0031-8280	0031-8280
84331	print	0102-9304	0102-9304
84340	print	0387-1533	0387-1533
84397	print	1023-6228	1023-6228
84423	print	0300-4554	0300-4554
84430	print	0009-9295	0009-9295
84488	print	0255-8637	0255-8637
84521	print	0968-5677	0968-5677
84532	electronic	1604-3030	0425-4597
84532	print	0425-4597	0425-4597
84536	print	0007-5132	0007-5132
84544	print	1386-7393	1386-7393
84556	print	0025-8458	0025-8458
84576	print	0889-4647	0889-4647
84613	print	1043-4682	1043-4682
84620	print	0323-7648	0323-7648
84634	print	1050-9267	1050-9267
84639	print	0070-4075	0070-4075
84661	print	0375-7935	0375-7935
84684	print	0231-441X	0231-441X
84690	print	0227-5503	0227-5503
84717	print	0354-950X	0354-950X
84734	print	1530-1052	1530-1052
84743	print	1047-4781	1047-4781
84747	print	0572-3612	0572-3612
84768	print	0528-600X	
84781	print	0374-4965	0374-4965
84809	print	1084-0184	1084-0184
84827	print	0352-664X	0352-664X
84862	print	0192-9755	0192-9755
84875	print	1328-0163	1328-0163
84878	print	0919-9454	0919-9454
84880	print	0029-9006	
84925	print	1043-5239	1043-5239
84931	print	0004-2838	
84932	electronic	2095-9419	0023-074X
84932	print	0023-074X	0023-074X
84939	print	1424-5752	1424-5752
84944	electronic	2191-0189	0793-0135
84944	print	0793-0135	0793-0135
84948	print	1742-5247	1742-5247
84960	print	1058-3645	1058-3645
84972	print	1346-0358	1346-0358
84979	print	0386-0183	0386-0183
84981	print	0391-8998	0391-8998
84982	print	0960-2348	0960-2348
84995	print	0197-4483	0197-4483
85003	print	0039-2073	0039-2073
85007	print	0039-5870	0039-5870
85010	print	1534-9594	1534-9594
85022	print	0098-2067	0098-2067
85064	print	0360-7615	0360-7615
85070	print	0074-8587	0074-8587
85080	print	0035-869X	0035-869X
85085	print	1728-2985	1728-2985
85113	print	1010-7630	1010-7630
85143	print	0067-1975	0067-1975
85152	print	0348-9698	0348-9698
85160	print	1055-1387	1055-1387
85172	print	0277-7851	0277-7851
85183	print	0069-0120	0069-0120
85188	print	0367-5793	0367-5793
85193	print	0898-901X	0898-901X
85204	print	1004-3012	1004-3012
85234	print	0908-6633	0908-6633
85240	print	0160-6662	0160-6662
85257	print	0039-3746	0039-3746
85260	print	0262-4761	0262-4761
85281	print	0025-7044	0025-7044
85288	print	0190-2024	0190-2024
85291	print	0098-7484	0098-7484
85294	print	0300-936X	0300-936X
85295	print	1310-912X	1310-912X
85318	print	0163-1829	0163-1829
85329	print	1052-8725	1052-8725
85336	print	0257-9774	0257-9774
85339	print	1532-8880	1532-8880
85346	print	0584-6099	0584-6099
85348	print	0159-9011	0159-9011
85357	print	1403-9605	1403-9605
85387	electronic	1943-5746	0003-8113
85387	print	0003-8113	0003-8113
85398	print	0012-6225	0012-6225
85399	print	0001-5636	0001-5636
85412	electronic	2373-2288	0066-5983
85412	print	0066-5983	0066-5983
85419	print	1055-6818	1055-6818
85421	print	0020-0271	0020-0271
85440	print	1120-4052	1120-4052
85449	print	0079-2985	0079-2985
85468	print	0368-9220	0368-9220
85494	print	0173-2315	0173-2315
85495	print	1530-5686	1530-5686
85507	print	0966-7954	0966-7954
85519	electronic	1539-297X	0014-1704
85519	print	0014-1704	0014-1704
85530	print	0893-0465	0893-0465
85537	print	0279-4802	0279-4802
85552	print	1068-0659	1068-0659
85561	print	8750-264X	8750-264X
85564	print	0741-1146	
85584	print	0564-3929	0564-3929
85604	print	1070-2903	1026-8065
85635	print	0946-1299	0946-1299
85636	print	0043-9339	0043-9339
85637	print	0133-3720	0133-3720
85639	print	1120-7434	1120-7434
85667	print	1478-0917	1478-0917
85683	print	1019-214X	1019-214X
85691	print	0361-0209	0361-0209
85699	print	0012-3714	0012-3714
85719	print	0525-0889	0525-0889
85747	print	0044-2941	0044-2941
85759	print	0744-0073	0744-0073
85768	print	1071-6947	1071-6947
85785	print	0044-314X	0044-314X
85831	print	0047-9438	0047-9438
85850	print	1028-3315	1028-3315
85858	print	0730-6652	0730-6652
85885	print	1364-5080	1364-5080
85891	print	1052-4231	1052-4231
85898	print	1466-142X	1466-142X
85899	print	1225-5947	1225-5947
85903	print	1092-8057	1092-8057
85904	print	0191-1783	0191-1783
85915	print	1484-4672	1484-4672
85920	print	1605-8127	1605-8127
85928	print	0364-6807	0364-6807
85931	print	1489-2944	1489-2944
85946	print	1431-3510	1431-3510
85975	print	1611-4426	1611-4426
85978	print	0363-1605	0363-1605
85992	print	0099-5665	0099-5665
86016	print	1300-4360	1300-4360
86017	print	0373-1332	0373-1332
86024	print	0235-0106	0235-0106
86033	print	0379-5462	0379-5462
86049	electronic	1935-0228	0160-0923
86049	print	0160-0923	0160-0923
86082	print	0077-0078	0077-0078
86090	print	1081-454X	1081-454X
86103	print	0398-9771	0398-9771
86164	electronic	1475-4754	0003-813X
86164	print	0003-813X	0003-813X
86179	print	1358-8257	1358-8257
86181	print	0090-5607	0090-5607
86191	print	0034-3153	0034-3153
86223	print	1073-4511	1073-4511
86245	electronic	1573-1618	1385-2256
86245	print	1385-2256	1385-2256
86250	print	1671-8879	1671-8879
86266	print	1522-0958	1522-0958
86300	print	1553-0302	1553-0302
86303	print	1210-0366	1210-0366
86313	print	1057-2414	1057-2414
86322	print	0275-5505	0275-5505
86329	electronic	1873-1341	1383-5726
86329	print	1383-5726	1383-5726
86336	print	0025-3456	0025-3456
86341	print	0950-0448	0950-0448
86349	print	0288-1012	0288-1012
86351	print	0277-9390	0277-9390
86373	print	1534-2158	1534-2158
86375	print	0888-3394	0888-3394
86382	print	0010-7271	0010-7271
86388	print	0883-9433	0883-9433
86402	print	0084-5957	0084-5957
86405	print	0890-2739	0890-2739
86420	print	1040-3108	1040-3108
86430	print	2072-4292	2072-4292
86448	electronic	1090-2686	0278-4165
86448	print	0278-4165	0278-4165
86452	print	0268-4055	0268-4055
86466	print	0924-4204	0924-4204
86476	print	0366-0753	0366-0753
86516	print	0142-0453	0142-0453
86524	print	1024-2430	1024-2430
86527	print	0003-3855	0003-3855
86530	print	1103-6966	1103-6966
86537	print	0746-5564	0746-5564
86539	print	1441-2713	1441-2713
86540	print	1043-3309	1043-3309
86568	print	0022-9415	0022-9415
86575	print	0242-9462	0242-9462
86583	print	0312-875X	0312-875X
86591	print	0314-6154	0314-6154
86600	print	1028-6861	1028-6861
86634	print	0735-4681	0735-4681
86648	print	0378-0619	0378-0619
86658	print	1016-796X	1016-796X
86679	print	1539-8323	1539-8323
86688	print	1731-6383	1731-6383
86696	print	0491-421X	0491-421X
86705	print	1589-9535	1589-9535
86715	print	0048-5748	0048-5748
86725	print	0884-9404	0884-9404
86754	print	0956-7143	0956-7143
86779	print	1074-1550	1074-1550
86787	print	0025-1291	0025-1291
86808	print	0266-7061	0266-7061
86811	print	1331-0151	1331-0151
86830	print	0192-6179	0192-6179
86831	print	0300-5925	0300-5925
86852	print	1359-7337	1359-7337
86866	print	0360-120X	0360-120X
86886	print	0014-9306	0014-9306
86891	print	1018-3647	1018-3647
86892	print	0044-3573	0044-3573
86901	print	0167-8493	0167-8493
86907	print	1465-8763	1465-8763
86911	print	0867-5325	0867-5325
86934	print	0013-0451	0013-0451
86937	electronic	1097-0967	1097-0967
86937	print	0008-0845	0008-0845
86948	print	1049-2364	1049-2364
86955	print	0567-7505	0567-7505
86983	print	1003-0808	1003-0808
86988	print	0037-945X	0037-945X
86995	print	0743-5797	0743-5797
86996	print	0174-4895	0174-4895
86999	print	0098-6631	0098-6631
87019	print	0398-8023	0398-8023
87020	print	0117-7796	0117-7796
87024	print	0538-8163	0538-8163
87025	print	1463-0184	1463-0184
87046	print	0095-8891	0095-8891
87048	print	0376-1630	0376-1630
87075	electronic	2160-8563	2160-8555
87075	print	2160-8555	2160-8555
87091	print	1473-8279	1473-8279
87120	print	1386-2618	1386-2618
87129	print	0367-004X	0367-004X
87180	print	0004-945X	0004-945X
87201	print	1011-2723	1011-2723
87218	print	0926-5481	0926-5481
87222	print	0034-6705	0034-6705
87253	print	1127-6339	1127-6339
87256	print	0376-4796	0376-4796
87260	print	1098-7134	1098-7134
87268	electronic	2045-0664	0084-4276
87268	print	0084-4276	0084-4276
87276	print	0731-2199	0731-2199
87309	print	0365-351X	0365-351X
87326	print	0146-5724	0146-5724
87331	print	0271-5392	0271-5392
87339	print	1028-5911	1028-5911
87341	print	0731-5023	0731-5023
87343	print	0888-0611	
87351	print	1225-3804	1225-3804
87374	print	0177-5227	0177-5227
87387	print	0065-7778	0065-7778
87395	print	1054-7541	1054-7541
87400	print	0163-6006	0163-6006
87414	print	0033-8400	0033-8400
87424	print	0191-2216	0191-2216
87424	print	0743-1546	0743-1546
87429	print	0447-8991	0447-8991
87433	print	0587-5994	0587-5994
87487	print	1000-0607	1000-0607
87493	print	0305-9979	0305-9979
87503	print	0122-0977	0122-0977
87508	print	1046-6770	1046-6770
