scopus_id	homepage
12740	http://www.sciencedirect.com/science/journal/0732118X
12744	http://www.gruppocic.com/scheda_rivista.php?ID=28&image.x=27&image.y=7&image=Cerca
12745	http://www.elsevier.fr/html/detrevue.cfm?code=GO
12746	http://emeraldinsight.com/ilds.htm
12747	http://hrcak.srce.hr/index.php?lang=en&show=casopis&id_casopis=128
12748	http://www.psychology.org.nz/publications/journal.html
12749	http://www.sciencedirect.com/science/journal/10572317
12753	http://ejournals.worldscientific.com.sg/igtr/igtr.shtml
12754	http://www.comadem.com/journals.htm
12755	http://emeraldinsight.com/ijcst.htm
12756	http://www.springeronline.com/journal/11054/about
12757	http://www.dpf.dk/Default.aspx?Department=6&Page=109
12759	http://www.baywood.com/Journals/PreviewJournals.asp?Id=0030-2228
12760	http://www.fisheries.org/
12761	http://www.clinicalcornerstone.com/
12762	http://www.blackwellpublishing.com/journal.asp?ref=0969-997X
12763	http://www.inderscience.com/browse/index.php?journalID=27
12764	http://www.inderscience.com/browse/index.php?journalID=28
12767	http://www.bps.org.uk/publications/jCP_1.cfm
12768	http://www.bps.org.uk/publications/jDP_1.cfm
12769	http://www.springeronline.com/journal/10864/about
12770	http://www.bps.org.uk/publications/jEP_1.cfm
12772	http://www.bps.org.uk/publications/jHH_1.cfm
12773	http://www.bps.org.uk/publications/jMS_1.cfm
12775	http://www.bps.org.uk/publications/jBP_1.cfm
12776	http://www.bps.org.uk/publications/jSP_1.cfm
12780	http://www.blackwellpublishing.com/journal.asp?ref=1054-6006
12781	http://www.sciencedirect.com/science/journal/01657836
12782	http://www.springeronline.com/journal/10985/about
12786	http://www.blackwellpublishing.com/journal.asp?ref=0919-9268
12788	http://www.biomedcentral.com/1478-7547/
